id,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
11786,Pascoe Vale,4/36 Sylvan Gr,2,u,495000.0,S,Brad,7/11/2016,9.9,3044.0,2.0,1.0,1.0,207.0,,1975.0,Moreland City Council,-37.7283,144.9417,Northern Metropolitan,7485.0
11787,Templestowe Lower,6 Lakeview Tce,3,h,1530000.0,PI,Jellis,27/05/2017,12.4,3107.0,,,,,,,Manningham City Council,,,Eastern Metropolitan,5420.0
11788,Templestowe,5 Noorilim Cl,3,h,1496000.0,S,Fletchers,17/03/2018,15.5,3106.0,3.0,2.0,2.0,722.0,262.0,1975.0,Manningham City Council,-37.77459,145.14123,Eastern Metropolitan,6202.0
11789,Heidelberg West,3a Katoomba Ct,5,h,765000.0,S,Nelson,3/09/2016,9.4,3081.0,3.0,2.0,2.0,415.0,,,Banyule City Council,-37.7354,145.0381,Eastern Metropolitan,2674.0
11790,Oakleigh South,13 Farm Rd,3,h,937500.0,S,Ray,12/11/2016,14.7,3167.0,3.0,1.0,2.0,530.0,,,Kingston City Council,-37.9245,145.0937,South-Eastern Metropolitan,3692.0
11791,Meadow Heights,1/2 Dakara Cl,3,u,420000.0,S,YPA,22/07/2017,17.4,3048.0,3.0,1.0,1.0,658.0,94.0,1990.0,Hume City Council,-37.64821,144.92526999999995,Northern Metropolitan,4704.0
11792,Essendon West,6 Bourke St,3,h,750000.0,VB,Brad,1/07/2017,7.5,3040.0,3.0,1.0,1.0,236.0,114.0,2000.0,Moonee Valley City Council,-37.75403,144.8867,Western Metropolitan,588.0
11793,Burwood,2/20 Johnston St,3,t,860000.0,PI,LLC,17/03/2018,10.4,3125.0,,,,,,,Monash City Council,,,Southern Metropolitan,5678.0
11794,Bentleigh,4 Daley St,3,h,1370000.0,S,hockingstuart,16/07/2016,13.0,3204.0,3.0,1.0,2.0,624.0,143.0,1950.0,Glen Eira City Council,-37.9256,145.0374,Southern Metropolitan,6795.0
11795,Balwyn North,40 Reading Av,3,h,2321000.0,S,Fletchers,19/08/2017,9.7,3104.0,3.0,1.0,2.0,923.0,,,Boroondara City Council,-37.80081,145.09319,Southern Metropolitan,7809.0
11796,Kealba,8 Harefield Cr,4,h,585000.0,S,Nelson,20/05/2017,15.0,3021.0,,,,,,,Brimbank City Council,,,Western Metropolitan,1202.0
11797,Yarraville,32 Stooke St,4,h,850000.0,VB,Village,11/11/2017,6.3,3013.0,4.0,2.0,2.0,464.0,122.0,1950.0,Maribyrnong City Council,-37.8173,144.8641,Western Metropolitan,6543.0
11798,Northcote,43 Salisbury Gr,4,h,1300000.0,VB,Jellis,28/08/2016,5.5,3070.0,4.0,3.0,2.0,187.0,,1970.0,Darebin City Council,-37.7642,145.0025,Northern Metropolitan,11364.0
11799,Clifton Hill,8/96 Spensley St,2,u,556000.0,S,Nelson,27/05/2017,3.6,3068.0,2.0,1.0,0.0,0.0,,1968.0,Yarra City Council,-37.78745,145.00061000000005,Northern Metropolitan,2954.0
11800,Maidstone,47 Radio St,4,h,690000.0,PI,Sweeney,18/06/2016,9.2,3012.0,3.0,2.0,1.0,270.0,,,Maribyrnong City Council,-37.7798,144.8659,Western Metropolitan,3873.0
11801,Reservoir,13 Clingin St,3,h,840000.0,SP,Love,3/03/2018,12.0,3073.0,3.0,1.0,1.0,643.0,,,Darebin City Council,-37.72921,145.03573,Northern Metropolitan,21650.0
11802,Fawkner,35 Bungay St,3,t,600000.0,S,Hodges,29/04/2017,12.4,3060.0,,,,,,,Hume City Council,,,Northern Metropolitan,5070.0
11803,Noble Park,3/28 David St,2,t,530000.0,S,O'Brien,6/01/2018,22.7,3174.0,,,,,,,Greater Dandenong City Council,,,South-Eastern Metropolitan,11806.0
11804,Essendon,50 Ogilvie St,3,h,1150000.0,S,Brad,16/09/2017,7.5,3040.0,3.0,1.0,2.0,658.0,183.0,1950.0,Moonee Valley City Council,-37.75009,144.89271000000005,Western Metropolitan,9264.0
11805,Noble Park,14 Kleine St,3,h,680000.0,S,C21,17/03/2018,22.7,3174.0,3.0,1.0,1.0,533.0,,,Greater Dandenong City Council,-37.97064,145.16896,South-Eastern Metropolitan,11806.0
11806,Bellfield,1 Garrett Cr,3,h,795000.0,S,William,7/10/2017,8.8,3081.0,3.0,2.0,2.0,368.0,96.0,1940.0,Banyule City Council,-37.75259000000001,145.03621,Eastern Metropolitan,790.0
11807,Murrumbeena,8/8 Kangaroo Rd,1,u,330000.0,S,Woodards,25/11/2017,10.1,3163.0,,,,,,,Glen Eira City Council,,,Southern Metropolitan,4442.0
11808,Richmond,704/36 Regent St,2,u,665000.0,PI,hockingstuart,24/06/2017,2.4,3121.0,,,,,,,Yarra City Council,,,Northern Metropolitan,14949.0
11809,Scoresby,5 Drysdale Ct,3,h,870000.0,SP,hockingstuart,12/08/2017,22.2,3179.0,3.0,2.0,2.0,590.0,151.0,1981.0,Knox City Council,-37.89628,145.22294,Eastern Metropolitan,2206.0
11810,Glen Waverley,4 Canova Dr,3,h,1075000.0,S,Ray,10/03/2018,16.7,3150.0,4.0,2.0,2.0,646.0,,,Monash City Council,-37.86206,145.16451999999995,Eastern Metropolitan,15321.0
11811,South Melbourne,13/182 Albert Rd,2,u,595000.0,S,hockingstuart,7/11/2016,2.1,3205.0,2.0,1.0,1.0,0.0,76.0,2004.0,Port Phillip City Council,-37.8369,144.968,Southern Metropolitan,5943.0
11812,Yarraville,66 Drew St,2,h,1256000.0,S,hockingstuart,22/04/2017,7.0,3013.0,2.0,1.0,3.0,531.0,111.0,1940.0,Maribyrnong City Council,-37.8158,144.8707,Western Metropolitan,6543.0
11813,Sunbury,1 Lambert Av,3,h,437000.0,S,YPA,18/11/2017,31.7,3429.0,,,,,,,Hume City Council,,,Western Metropolitan,14092.0
11814,Elwood,90 Tennyson St,2,h,1400000.0,SP,hockingstuart,9/12/2017,7.2,3184.0,2.0,1.0,1.0,254.0,,,Port Phillip City Council,-37.87704,144.98948,Southern Metropolitan,8989.0
11815,Surrey Hills,39 York St,4,h,2760000.0,S,Marshall,27/11/2016,11.2,3127.0,4.0,2.0,4.0,924.0,,1920.0,Boroondara City Council,-37.8168,145.1011,Southern Metropolitan,5457.0
11816,Clifton Hill,72 Ramsden St,3,h,1660000.0,S,Collins,13/05/2017,3.4,3068.0,3.0,1.0,2.0,290.0,,,Yarra City Council,-37.7906,144.9993,Northern Metropolitan,2954.0
11817,Heathmont,21 Coven Av,3,h,991000.0,S,Fletchers,18/11/2017,21.3,3135.0,3.0,2.0,2.0,,,,Maroondah City Council,-37.832,145.259,Eastern Metropolitan,3794.0
11818,Pascoe Vale,1/7 Avoca Cr,3,u,620000.0,S,Brad,22/04/2017,9.9,3044.0,,,,,,,Moreland City Council,,,Northern Metropolitan,7485.0
11819,Bentleigh,39A McArthur St,4,t,1200000.0,PI,Buxton,3/06/2017,11.4,3204.0,4.0,2.0,2.0,293.0,226.0,2012.0,Glen Eira City Council,-37.92594,145.03184,Southern Metropolitan,6795.0
11820,Bentleigh East,2/12 Hodgson Gr,3,u,790000.0,S,hockingstuart,27/11/2016,13.9,3165.0,3.0,1.0,2.0,406.0,100.0,1996.0,Glen Eira City Council,-37.9286,145.0737,Southern Metropolitan,10969.0
11821,Hawthorn East,3/20 Mayston St,2,u,580000.0,VB,Marshall,18/11/2017,6.2,3123.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,6482.0
11822,South Yarra,90 River St,3,h,2300000.0,SP,Marshall,28/10/2017,2.7,3141.0,3.0,2.0,2.0,211.0,,,Melbourne City Council,-37.83629000000001,144.99798,Southern Metropolitan,14887.0
11823,Richmond,607/2 McGoun St,2,u,592000.0,SP,Biggin,22/07/2017,2.4,3121.0,2.0,2.0,2.0,2044.0,,,Yarra City Council,-37.817,144.99553999999995,Northern Metropolitan,14949.0
11824,Ivanhoe East,24 Flora Gr,3,h,1605000.0,S,Miles,6/08/2016,9.0,3079.0,3.0,1.0,1.0,624.0,117.0,1950.0,Banyule City Council,-37.7741,145.0506,Eastern Metropolitan,1554.0
11825,Glenroy,9 Rowan St,3,h,629500.0,S,YPA,29/07/2017,11.2,3046.0,3.0,1.0,1.0,610.0,,,Moreland City Council,-37.69865,144.91733,Northern Metropolitan,8870.0
11826,Glen Waverley,2/2 Bridget St,4,t,1170000.0,SA,Harcourts,7/10/2017,16.7,3150.0,4.0,2.0,2.0,,143.0,2016.0,Monash City Council,-37.88678,145.16051000000004,Eastern Metropolitan,15321.0
11827,Bundoora,6 Landbury Rd,3,h,689000.0,S,Ray,10/02/2018,12.1,3083.0,,,,,,,Banyule City Council,,,Northern Metropolitan,10175.0
11828,Bentleigh,37 Godfrey St,4,h,2700000.0,S,hockingstuart,4/06/2016,13.0,3204.0,4.0,3.0,2.0,628.0,,,Glen Eira City Council,-37.9155,145.0401,Southern Metropolitan,6795.0
11829,Deer Park,1 Christie St,3,h,632000.0,S,HAR,23/09/2017,14.8,3023.0,3.0,1.0,1.0,562.0,118.0,1960.0,Brimbank City Council,-37.77224,144.77381,Western Metropolitan,6388.0
11830,Frankston North,61 Rosemary Cr,3,h,464000.0,SP,Ray,9/09/2017,36.9,3200.0,3.0,1.0,2.0,,,,Frankston City Council,-38.12644,145.15688,Eastern Victoria,2500.0
11831,Abbotsford,9 Albert St,2,h,920000.0,PI,Peter,25/11/2017,3.0,3067.0,,,,,,,Yarra City Council,,,Northern Metropolitan,4019.0
11832,Maidstone,5/16 Omar St,3,t,640000.0,SP,Biggin,3/12/2016,9.2,3012.0,3.0,2.0,2.0,214.0,,,Maribyrnong City Council,-37.7806,144.8714,Western Metropolitan,3873.0
11833,Templestowe,25 Matisse Dr,4,h,1255000.0,S,Barry,3/03/2018,15.5,3106.0,4.0,2.0,2.0,309.0,,2000.0,Manningham City Council,-37.76073,145.16339,Eastern Metropolitan,6202.0
11834,Coburg,1/44 Victoria St,3,t,900000.0,VB,hockingstuart,21/10/2017,6.7,3058.0,,,,,,,Darebin City Council,,,Northern Metropolitan,11204.0
11835,Abbotsford,14/205 Gipps St,2,u,750000.0,SP,Jellis,17/06/2017,3.0,3067.0,2.0,1.0,1.0,2379.0,69.0,2013.0,Yarra City Council,-37.80554,144.99612,Northern Metropolitan,4019.0
11836,Chadstone,37 Jindabyne Av,3,h,1259000.0,S,Bekdon,19/08/2017,11.7,3148.0,3.0,1.0,,,,,Monash City Council,-37.87625,145.10324,Southern Metropolitan,3582.0
11837,Camberwell,32 Aisbett Av,4,h,2001000.0,S,Marshall,27/05/2017,7.7,3124.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,8920.0
11838,West Footscray,123 Suffolk St,3,h,1020000.0,PI,Village,3/03/2018,6.4,3012.0,3.0,1.0,4.0,408.0,,,Maribyrnong City Council,-37.79006,144.86803999999995,Western Metropolitan,5058.0
11839,Maidstone,14 Suffolk St,3,h,935000.0,S,Nelson,15/10/2016,9.2,3012.0,3.0,1.0,2.0,485.0,,,Maribyrnong City Council,-37.7905,144.8812,Western Metropolitan,3873.0
11840,Doncaster,53 McCallum Rd,4,h,2113500.0,S,Jellis,25/11/2017,12.4,3108.0,,,,,,,Manningham City Council,,,Eastern Metropolitan,9028.0
11841,South Yarra,2/234 Domain Rd,4,u,2050000.0,VB,RT,18/03/2017,3.3,3141.0,4.0,2.0,1.0,979.0,,,Melbourne City Council,-37.8344,144.9857,Southern Metropolitan,14887.0
11842,Surrey Hills,1/3 New St,3,t,1280000.0,S,Fletchers,14/10/2017,10.2,3127.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,5457.0
11843,Hawthorn East,29 Lawson St,3,h,2875000.0,PI,Jellis,4/03/2017,7.5,3123.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,6482.0
11844,Brunswick West,29 Grantham St,4,h,988000.0,S,Nelson,19/11/2016,5.9,3055.0,4.0,1.0,1.0,384.0,,,Moreland City Council,-37.7733,144.9491,Northern Metropolitan,7082.0
11845,Croydon,7 Carlyle St,3,h,1000000.0,S,Max,9/12/2017,23.0,3136.0,3.0,1.0,1.0,1200.0,,,Maroondah City Council,-37.79842,145.29907,Eastern Metropolitan,11925.0
11846,Doncaster,39 Kiewa St,3,h,1542000.0,S,Barry,8/04/2017,13.9,3108.0,3.0,2.0,2.0,980.0,,,Manningham City Council,-37.7883,145.1387,Eastern Metropolitan,9028.0
11847,South Melbourne,50 Bridport St,2,h,2000000.0,PI,Greg,16/04/2016,2.1,3205.0,2.0,2.0,1.0,141.0,150.0,1900.0,Port Phillip City Council,-37.8389,144.9612,Southern Metropolitan,5943.0
11848,Wyndham Vale,26 Ribblesdale Av,3,h,415000.0,S,LJ,9/12/2017,27.2,3024.0,3.0,1.0,2.0,613.0,92.0,1980.0,Wyndham City Council,-37.89552,144.61926,Western Metropolitan,5262.0
11849,Kingsville,2/35 Kingsville St,1,u,200000.0,VB,Greg,30/07/2016,7.8,3012.0,1.0,1.0,1.0,0.0,38.0,1960.0,Maribyrnong City Council,-37.8089,144.8788,Western Metropolitan,1808.0
11850,Reservoir,43 Kingsley Rd,3,h,865000.0,S,Nelson,10/09/2016,11.2,3073.0,2.0,1.0,3.0,560.0,110.0,1950.0,Darebin City Council,-37.721,144.9885,Northern Metropolitan,21650.0
11851,Melton,118 Barries Rd,3,h,283000.0,S,FN,23/09/2017,31.7,3337.0,3.0,1.0,0.0,362.0,19.0,1976.0,Melton City Council,-37.68755,144.56887,Western Victoria,3600.0
11852,Mount Waverley,3 Woodstock Rd,3,h,1825000.0,SP,Jellis,3/09/2017,14.2,3149.0,3.0,2.0,2.0,,,,Monash City Council,-37.8771,145.1224,Eastern Metropolitan,13366.0
11853,Williamstown,32 Merrett Dr,5,h,1615000.0,S,Greg,18/11/2017,6.8,3016.0,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,6380.0
11854,Wantirna South,1/54 Fonteyn Dr,3,h,717000.0,SP,Barry,24/06/2017,14.7,3152.0,,,,,,,Knox City Council,,,Eastern Metropolitan,7082.0
11855,Northcote,16 Helen St,4,h,2000000.0,VB,Nelson,23/09/2017,5.3,3070.0,4.0,2.0,,,,,Darebin City Council,-37.77326,144.99688,Northern Metropolitan,11364.0
11856,Camberwell,3/22 Allambee Av,2,u,752000.0,S,hockingstuart,11/02/2017,7.8,3124.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,8920.0
11857,Bentleigh,1 Auckland St,3,h,1300000.0,VB,Buxton,9/12/2017,11.4,3204.0,3.0,1.0,2.0,585.0,133.0,1960.0,Glen Eira City Council,-37.92647,145.04636000000005,Southern Metropolitan,6795.0
11858,Oakleigh South,2/5 Cleek Av,3,t,1217500.0,S,Buxton,27/05/2017,15.5,3167.0,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,3692.0
11859,Malvern,57 Edsall St,3,h,1510000.0,PI,Marshall,9/09/2017,5.9,3144.0,3.0,1.0,0.0,228.0,156.0,1900.0,Stonnington City Council,-37.86115,145.03217,Southern Metropolitan,4675.0
11860,Greenvale,13 Ambleside Rd,3,h,770000.0,PI,YPA,24/06/2017,20.4,3059.0,3.0,2.0,2.0,775.0,,,Hume City Council,-37.64385,144.89221,Northern Metropolitan,4864.0
11861,Kew,1/63 Cobden St,2,u,605000.0,S,Nelson,18/11/2017,5.4,3101.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,10331.0
11862,Alphington,17 Lowther St,3,h,1361000.0,S,Collins,25/02/2017,6.4,3078.0,,,,,,,Darebin City Council,-37.7796,145.0285,Northern Metropolitan,2211.0
11863,Balwyn North,43 Cityview Rd,4,h,1930000.0,PI,Jellis,18/11/2017,9.7,3104.0,4.0,2.0,4.0,664.0,,,Boroondara City Council,-37.7899,145.0789,Southern Metropolitan,7809.0
11864,Spotswood,2/31 Hope St,2,u,690000.0,SP,Compton,18/11/2017,6.2,3015.0,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,1223.0
11865,Malvern East,24 Kerferd St,4,h,3200000.0,S,Marshall,8/04/2017,11.2,3145.0,4.0,2.0,2.0,709.0,214.0,1910.0,Stonnington City Council,-37.8693,145.0423,Southern Metropolitan,8801.0
11866,Cheltenham,1 Clendon Ct,3,h,950000.0,VB,Greg,6/01/2018,17.9,3192.0,3.0,2.0,2.0,488.0,,,Bayside City Council,-37.95187,145.05844,Southern Metropolitan,9758.0
11867,Malvern East,8/7 Hedgeley Av,2,u,695000.0,S,Jellis,18/03/2017,11.2,3145.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,8801.0
11868,Prahran,4/261 Dandenong Rd,2,u,788000.0,S,McGrath,17/03/2018,4.6,3181.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,7717.0
11869,Balwyn North,16 Ventnor St,4,h,1725000.0,PI,Marshall,29/04/2017,9.2,3104.0,4.0,3.0,2.0,627.0,213.0,1970.0,Boroondara City Council,-37.7827,145.0945,Southern Metropolitan,7809.0
11870,Melton South,4 Kurrajong Cr,3,h,417500.0,S,hockingstuart,3/02/2018,29.8,3338.0,3.0,1.0,,594.0,114.0,1985.0,Melton City Council,-37.70133,144.57307,Western Victoria,4718.0
11871,Wantirna,6 Deauville Ct,4,h,1000000.0,SP,Barry,24/06/2017,14.7,3152.0,4.0,2.0,1.0,722.0,,1980.0,Knox City Council,-37.85848,145.23982,Eastern Metropolitan,5424.0
11872,Ormond,1/280 Grange Rd,4,t,1200000.0,PI,hockingstuart,26/07/2016,11.8,3204.0,,,,,,,Glen Eira City Council,,,Southern Metropolitan,3578.0
11873,Narre Warren,119 Kendall Dr,3,h,652500.0,S,Barry,7/10/2017,34.1,3805.0,3.0,2.0,2.0,,134.0,1994.0,Casey City Council,-37.99602,145.30434,South-Eastern Metropolitan,9376.0
11874,Gisborne,3 Bloomfield Rd,3,h,820000.0,S,Raine,14/10/2017,45.9,3437.0,3.0,2.0,2.0,21600.0,165.0,1960.0,Macedon Ranges Shire Council,-37.4983,144.60554,Northern Victoria,3376.0
11875,Malvern East,3 Ash Gr,4,h,2520000.0,PI,Marshall,17/06/2017,8.4,3145.0,4.0,3.0,4.0,960.0,325.0,1910.0,Stonnington City Council,-37.87605,145.05563,Southern Metropolitan,8801.0
11876,Canterbury,5 Boronia St,3,h,2430000.0,S,Marshall,24/02/2018,8.4,3126.0,3.0,1.0,2.0,650.0,,,Boroondara City Council,-37.82282,145.07807,Southern Metropolitan,3265.0
11877,Cheltenham,1/23 Jean St,3,t,1030000.0,S,Buxton,17/03/2018,17.9,3192.0,,,,,,,Bayside City Council,,,Southern Metropolitan,9758.0
11878,Kensington,130 Bellair St,3,h,1394000.0,S,Nelson,24/02/2018,3.4,3031.0,3.0,1.0,,232.0,124.0,1900.0,Melbourne City Council,-37.79243,144.92968,Northern Metropolitan,5263.0
11879,Watsonia,11 Eclipse Cr,4,h,788800.0,S,Barry,12/08/2017,14.5,3087.0,4.0,2.0,4.0,631.0,,,Banyule City Council,-37.7156,145.08875,Northern Metropolitan,2329.0
11880,Oakleigh South,9 Sumersett Av,4,h,980000.0,S,Buxton,10/12/2016,14.7,3167.0,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,3692.0
11881,Pascoe Vale,1 Amber Ct,2,u,496000.0,S,Brad,9/12/2017,8.5,3044.0,,,,,,,Moreland City Council,-37.7168,144.94426,Northern Metropolitan,7485.0
11882,Bentleigh East,1/9 Francesco St,3,t,775000.0,S,Stockdale,4/02/2016,13.9,3165.0,,,,,,,Glen Eira City Council,,,Southern Metropolitan,10969.0
11883,Langwarrin,83 Pindara Bvd,4,h,965000.0,PI,O'Brien,26/08/2017,41.0,3910.0,4.0,2.0,6.0,869.0,264.0,2007.0,Frankston City Council,-38.14508,145.18787,Eastern Victoria,8743.0
11884,Glen Waverley,14 Campbell St,5,h,2670000.0,S,Ray,14/10/2017,16.7,3150.0,5.0,4.0,2.0,788.0,418.0,2015.0,Monash City Council,-37.8693,145.17012,Eastern Metropolitan,15321.0
11885,Sunbury,1/45 Harker St,3,h,520000.0,SP,Raine,18/11/2017,31.7,3429.0,,,,,,,Hume City Council,,,Western Metropolitan,14092.0
11886,Epping,28 Bail St,3,h,600000.0,S,hockingstuart,3/03/2018,19.6,3076.0,3.0,2.0,2.0,461.0,0.0,2010.0,Whittlesea City Council,-37.62844000000001,145.00884,Northern Metropolitan,10926.0
11887,Coburg North,203b Elizabeth St,2,t,570000.0,S,Ray,23/04/2016,9.2,3058.0,2.0,2.0,2.0,186.0,,,Darebin City Council,-37.7263,144.9843,Northern Metropolitan,3445.0
11888,Preston,34 Showers St,3,h,970000.0,S,Nelson,3/06/2017,8.4,3072.0,3.0,1.0,1.0,345.0,,1950.0,Darebin City Council,-37.74818,144.99825,Northern Metropolitan,14577.0
11889,Sunbury,7 Prospect Ct,3,h,593000.0,S,Barry,18/11/2017,31.7,3429.0,,,,,,,Hume City Council,,,Western Metropolitan,14092.0
11890,Melbourne,14/2 Exhibition St,2,u,1160500.0,S,Kay,4/03/2017,2.8,3000.0,2.0,2.0,1.0,4230.0,,2006.0,Melbourne City Council,-37.8157,144.9727,Northern Metropolitan,17496.0
11891,Bentleigh,3/561 South Rd,2,u,604000.0,S,Jellis,21/10/2017,11.4,3204.0,,,,,,,Glen Eira City Council,,,Southern Metropolitan,6795.0
11892,Essendon West,28B Emerald St,4,t,800000.0,VB,Nelson,24/02/2018,7.5,3040.0,4.0,3.0,1.0,182.0,157.0,2015.0,Moonee Valley City Council,-37.75156,144.886,Western Metropolitan,588.0
11893,Bentleigh East,15a England St,4,t,1300000.0,PI,Buxton,22/08/2016,13.9,3165.0,,,,,,,Glen Eira City Council,,,Southern Metropolitan,10969.0
11894,Balwyn,2/99 Strabane Av,3,h,1280000.0,S,Marshall,24/06/2017,7.9,3103.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,5682.0
11895,Cheltenham,53a Cavanagh St,3,t,1111000.0,S,Barry,17/03/2018,17.9,3192.0,3.0,3.0,2.0,259.0,182.0,2017.0,Bayside City Council,-37.96116,145.06561000000005,Southern Metropolitan,9758.0
11896,Reservoir,28 Crookston Rd,3,h,645000.0,SP,McGrath,18/11/2017,12.0,3073.0,,,,,,,Darebin City Council,,,Northern Metropolitan,21650.0
11897,Heathmont,1/25 The Greenway,3,h,1226000.0,S,Barry,19/08/2017,21.3,3135.0,,,,,,,Maroondah City Council,,,Eastern Metropolitan,3794.0
11898,Wheelers Hill,45 Chancellor Dr,4,h,936000.0,S,Barry,24/02/2018,16.7,3150.0,4.0,2.0,2.0,770.0,,,Monash City Council,-37.91637,145.18062,South-Eastern Metropolitan,7392.0
11899,Ascot Vale,23 Haven Cr,3,h,980000.0,VB,Nelson,17/03/2018,4.3,3032.0,3.0,2.0,2.0,225.0,,,Moonee Valley City Council,-37.77469,144.90453,Western Metropolitan,6567.0
11900,Yarraville,23 Frederick St,3,h,1125000.0,S,Village,17/03/2018,6.3,3013.0,3.0,1.0,1.0,294.0,112.0,1900.0,Maribyrnong City Council,-37.81973,144.89735,Western Metropolitan,6543.0
11901,Braybrook,1/89 Hargreaves Cr,4,h,550000.0,SP,Biggin,8/04/2017,10.8,3019.0,,,,,,,Maribyrnong City Council,,,Western Metropolitan,3589.0
11902,South Melbourne,8 Fitzpatrick St,3,t,1450000.0,S,Cayzer,19/11/2016,2.1,3205.0,3.0,2.0,1.0,146.0,,,Port Phillip City Council,-37.8331,144.9665,Southern Metropolitan,5943.0
11903,Toorak,10/264 Williams Rd,3,t,910000.0,PI,Marshall,27/11/2016,4.6,3142.0,3.0,2.0,2.0,0.0,136.0,1980.0,Stonnington City Council,-37.842,145.0046,Southern Metropolitan,7217.0
11904,Fitzroy,101/416 Gore St,2,u,715000.0,S,Nelson,26/07/2016,1.6,3065.0,2.0,1.0,1.0,0.0,74.0,1900.0,Yarra City Council,-37.7967,144.9836,Northern Metropolitan,5825.0
11905,Essendon,20 Warner St,2,h,890000.0,PI,Nelson,16/04/2016,8.0,3040.0,2.0,1.0,1.0,649.0,108.0,1950.0,Moonee Valley City Council,-37.7445,144.9133,Western Metropolitan,9264.0
11906,Mill Park,36/292 McKimmies Rd,4,t,492000.0,S,Ray,16/09/2017,17.9,3082.0,4.0,1.0,1.0,199.0,,,Whittlesea City Council,-37.677,145.05658,Northern Metropolitan,10529.0
11907,Doncaster East,39A Brindy Cr,3,t,940000.0,PI,Barry,25/11/2017,14.3,3109.0,,,,,,,Manningham City Council,,,Eastern Metropolitan,10999.0
11908,Strathmore,78 Hillsyde Pde,3,h,905000.0,S,Considine,3/09/2016,9.7,3041.0,3.0,2.0,2.0,662.0,,,Moonee Valley City Council,-37.7356,144.9242,Western Metropolitan,3284.0
11909,Camberwell,1299 Toorak Rd,4,h,2000000.0,PI,RT,17/03/2018,7.7,3124.0,4.0,3.0,9.0,601.0,,,Boroondara City Council,-37.84938,145.08812,Southern Metropolitan,8920.0
11910,Caulfield,4/14 Briggs St,2,u,550000.0,VB,Gary,4/03/2017,8.9,3162.0,2.0,1.0,1.0,806.0,78.0,1960.0,Glen Eira City Council,-37.8852,145.024,Southern Metropolitan,2379.0
11911,Highett,52 Lawson Pde,5,h,1300000.0,S,Hodges,23/09/2017,16.0,3190.0,,,,,,,Bayside City Council,,,Southern Metropolitan,4794.0
11912,Reservoir,62 Liston Av,3,h,590000.0,S,Stockdale,3/09/2016,11.2,3073.0,,,,,,,Darebin City Council,,,Northern Metropolitan,21650.0
11913,Knoxfield,1/5 Bunnett Rd,4,h,704000.0,S,Ray,26/08/2017,23.3,3180.0,4.0,2.0,4.0,,161.0,1970.0,Knox City Council,-37.87716,145.2565,Eastern Metropolitan,2949.0
11914,Westmeadows,3/13 Riddell St,2,u,400000.0,SP,YPA,3/09/2017,16.5,3049.0,2.0,1.0,1.0,,73.0,1995.0,Hume City Council,-37.67837,144.8943,Northern Metropolitan,2474.0
11915,Ashwood,16 Winbirra Pde,2,h,1167500.0,S,Tim,28/10/2017,10.2,3147.0,2.0,1.0,2.0,783.0,,,Monash City Council,-37.86824,145.10136,Southern Metropolitan,2894.0
11916,Bayswater North,6 Wendover Av,3,h,807000.0,S,hockingstuart,9/12/2017,23.2,3153.0,3.0,2.0,2.0,452.0,,,Maroondah City Council,-37.82067,145.2677,Eastern Metropolitan,3598.0
11917,Kew East,12 Kilby Rd,4,h,2000000.0,VB,Jellis,14/10/2017,7.3,3102.0,4.0,2.0,2.0,650.0,248.0,1940.0,Boroondara City Council,-37.79135,145.04348000000005,Southern Metropolitan,2671.0
11918,Malvern East,23 Darling Rd,3,h,1650000.0,S,RT,28/05/2016,11.2,3145.0,3.0,1.0,2.0,764.0,114.0,1925.0,Stonnington City Council,-37.8814,145.0583,Southern Metropolitan,8801.0
11919,Airport West,154 Halsey Rd,3,t,840000.0,PI,Nelson,3/09/2016,13.5,3042.0,3.0,2.0,1.0,303.0,225.0,2016.0,Moonee Valley City Council,-37.718,144.878,Western Metropolitan,3464.0
11920,Glenroy,1/23 Gordon Ct,3,t,500000.0,SP,Stockdale,7/05/2016,13.0,3046.0,,,,,,,Moreland City Council,,,Northern Metropolitan,8870.0
11921,Balwyn North,28 Carron St,4,h,1593000.0,S,Fletchers,3/06/2017,9.7,3104.0,4.0,3.0,2.0,598.0,,,Boroondara City Council,-37.78142,145.09226999999996,Southern Metropolitan,7809.0
11922,Glenroy,1/26 York St,3,t,595000.0,SP,Nelson,20/05/2017,13.0,3046.0,3.0,1.0,2.0,258.0,142.6,2001.0,Moreland City Council,-37.7047,144.9087,Northern Metropolitan,8870.0
11923,Yallambie,24 Coleen St,4,h,816000.0,S,Buckingham,3/03/2018,12.7,3085.0,4.0,1.0,2.0,652.0,,,Banyule City Council,-37.73126,145.08248,Northern Metropolitan,1369.0
